Red: Red de Vigilancia y Control de la Contaminación Atmosférica
Estación: 46250049-València-Conselleria Meteo.
	
FECHA	HORA	Veloc.	Direc.	Temp.	H.Rel.	Pres.	R.Sol.	Precip.	Veloc.máx.
10/03/2022	04	1,2	312	8,7	85	1009	1	0	3,7
10/03/2022	05	0,9	308	8,1	88	1009	1	0	3,1
10/03/2022	06	1,8	312	7,8	89	1009	1	0	4,6
10/03/2022	07	2,9	316	7,8	86	1010	15	0	6,1
10/03/2022	08	0,8	314	8,6	82	1010	147	0	3,1
10/03/2022	09	0,1	274	10,3	76	1010	330	0	1,5
10/03/2022	10	0,1	227	13	69	1010	440	0	0,6
10/03/2022	11	0,2	198	14,6	64	1010	702	0	1,8
10/03/2022	12	0,6	166	15,6	59	1009	694	0	2,6
10/03/2022	13	0,8	153	15,7	59	1008	727	0	3,6
10/03/2022	14	3,7	141	14,7	63	1007	711	0	6,8
10/03/2022	15	6,5	138	13,8	63	1006	482	0	9,9
10/03/2022	16	6,2	140	13,2	73	1006	289	0	10,4
10/03/2022	17	4,5	131	12,8	82	1006	127	0	8,5
10/03/2022	18	5,1	134	12,5	83	1006	38	0	8,3
10/03/2022	19	2,2	119	12,5	81	1007	1	0	4,9
10/03/2022	20	1,3	117	12,5	83	1007	2	0	3
10/03/2022	21	0,5	128	12,6	86	1007	1	0	2,6
10/03/2022	22	1,8	125	12,4	87	1007	1	0	3,1
10/03/2022	23	0,9	112	12,4	89	1007	1	0	2,1
11/03/2022	00	0,3	97	12,5	88	1006	1	0	1,5
11/03/2022	01	0,4	126	12,3	90	1006	1	0	1,1
11/03/2022	02	0,1	31	11,9	92	1005	1	0	0,1
11/03/2022	03	0,2	21	11,4	96	1005	1	0	0,6
11/03/2022	04	0,1	355	11,2	97	1004	1	0	0,4
11/03/2022	05	0,2	322	11,1	98	1004	1	0	1
11/03/2022	06	0,1	317	10,9	99	1004	1	0	0,6
11/03/2022	07	0,1	312	10,8	98	1004	16	0	0,5
11/03/2022	08	0,1	304	11,3	95	1004	88	0	0,2
11/03/2022	09	0,1	262	12,3	89	1004	169	0	0,4
11/03/2022	10	0,1	231	12,9	86	1004	206	0	1,1
11/03/2022	11	0,1	233	13,7	81	1004	270	0	0,7
11/03/2022	12	0,2	185	14,7	73	1004	346	0	1,2
11/03/2022	13	0,3	173	15	71	1003	312	0	1,4
11/03/2022	14	0,2	72	16,5	64	1002	523	0	0,7
11/03/2022	15	2	141	14,8	73	1001	288	0	4,5
11/03/2022	16	2,3	142	13,3	84	1001	122	0	4,3
11/03/2022	17	2,5	156	12,4	89	1001	85	0	5
11/03/2022	18	0,7	184	12,8	87	1001	21	0	2,9
11/03/2022	19	0,1	180	12,8	90	1001	1	0	0,8
11/03/2022	20	0,5	26	12,8	88	1001	2	0	1,3
11/03/2022	21	0,5	115	12,8	89	1001	3	0	1,1
11/03/2022	22	0,1	153	12,5	96	1001	1	0,4	0,4
11/03/2022	23	0,3	188	12,2		1001	0	0,8	1,9
12/03/2022	00	1,5	212	11,6		1001	0	2	4,2
12/03/2022	01	1,3	257	11,1	99	1000	1	0	4,9
12/03/2022	02	0,6	281	11		1000	2	0,4	3,8
12/03/2022	03	0,3	259	10,8	96	999	2	0	2,3
12/03/2022	04	1,7	271	10,3	83	999	2	0	5,5
12/03/2022	05	4,1	291	10	79	998	2	0	8,5
12/03/2022	06	2,9	307	10,1	74	999	2	0	6,2
12/03/2022	07	1,3	298	10	72	1000	32	0	4,1
12/03/2022	08	2,4	276	10,6	68	1000	224	0	6,8
12/03/2022	09	1,9	295	12,5	60	1001	442	0	6,9
12/03/2022	10	4,1	310	13,8	50	1001	624	0	11
12/03/2022	11	4,7	307	15	40	1001	758	0	11
12/03/2022	12	5,1	304	16,6	32	1001	812	0	12
12/03/2022	13	5,2	275	17,2	33	1000	578	0	13,4
12/03/2022	14	5,2	286	17,8	28	999	498	0	12,8
12/03/2022	15	5,4	285	19	23	999	613	0	12,7
12/03/2022	16	6,4	262	18,9	26	998	483	0	15,2
12/03/2022	17	4,7	264	19,1	27	999	267	0	13,8
12/03/2022	18	4,1	252	18	29	999	58	0	11,9
12/03/2022	19	3,8	252	16,4	35	1000	4	0	10,9
12/03/2022	20	4	264	15,2	41	1000	3	0	10,9
12/03/2022	21	1,7	294	14,3	47	1001	3	0	5,9
12/03/2022	22	0,1	247	13,7	51	1001	3	0	0,3
12/03/2022	23	0,2	72	13,1	57	1001	3	0	0,4
13/03/2022	00	1,3	133	12,9	65	1001	2	0	2,3
13/03/2022	01	0,4	211	12,4	60	1001	2	0	2
13/03/2022	02	0,1	251	11,7	62	1000	2	0	0,1
13/03/2022	03	0,1	260	10,8	67	1000	2	0	0,2
13/03/2022	04	0,5	316	10,3	67	999	2	0	1,8
13/03/2022	05	0,1	264	10,5	62	999	2	0	1,6
13/03/2022	06	1,2	247	11,8	62	999	3	0	3,6
13/03/2022	07	0,6	224	12,1	66	1000	14	0	2,8
13/03/2022	08	1,8	202	12	71	1000	88	0	4,5
13/03/2022	09	1,5	191	13,7	61	1000	366	0	5,1
13/03/2022	10	0,4	243	16,4	53	1001	663	0	2,9
13/03/2022	11	0,2	311	17	49	1001	769	0	3,3
13/03/2022	12	0,1	337	18	41	1001	575	0	1,6
13/03/2022	13	0,1	272	19,4	36	1001	736	0	2,2
13/03/2022	14	0,5	185	17,8	51	1000	634	0	4,8
13/03/2022	15	0,4	222	17,6	49	1000	548	0	4,2
13/03/2022	16	0,8	168	16,9	54	1001	349	0	5,6
13/03/2022	17	0,5	224	15,7	67	1001	189	0	4,1
13/03/2022	18	1,1	166	14,1	80	1002	51	0	6,1
13/03/2022	19	0,4	181	13,6	89	1003	2	0	4,1
13/03/2022	20	0,6	81	13,4	89	1004	1	0	4,2
13/03/2022	21	0,4	128	13,3	92	1004	1	0	3,7
13/03/2022	22	1,7	35	12,7	97	1005	2	0	4,3
13/03/2022	23	2	34	12		1005	2	0	4,7
14/03/2022	00	2,7	31	11,9	89	1005	2	0	6,5
14/03/2022	01	4,6	27	11,6	84	1004	3	0	8,2
14/03/2022	02	3,7	29	11,6	80	1004	2	0	8,1
14/03/2022	03	5,1	44	11,6	77	1003	2	0	11,7
14/03/2022	04	8,1	35	11,5	84	1003	2	0	15
14/03/2022	05	7,5	38	11,5	96	1002	2	1,6	17,6
14/03/2022	06	7	55	11,6		1002	2	1,6	16,8
14/03/2022	07	6	96	11,9		1001	4	1,2	17,1
14/03/2022	08	4,6	96	12,2		1002	17	0	14,9
14/03/2022	09	4,9	80	12,6		1002	48	0	14,4
14/03/2022	10	8	54	12,9		1002	127	0	18,8
14/03/2022	11	9,9	52	13,4	96	1002	327	0	21,4
14/03/2022	12	10,6	55	13,6	94	1001	287	0	23,5
14/03/2022	13	10,7	52	13,3	95	1001	153	0	23,6
14/03/2022	14	12,3	44	13,2	94	1000	158	0	25,3
14/03/2022	15	11,8	47	13,2	96	1000	115	0,2	24
14/03/2022	16	13,6	38	13,1	98	1000	71	0	27,9
14/03/2022	17	13,9	41	13,1	99	999	36	0	28,6
14/03/2022	18	14,7	40	13,1	100	1000	10	0	29
14/03/2022	19	14,3	39	13,2	100	1001	3	2,2	28,3
14/03/2022	20	15,1	33	13,3	100	1002	3	1	26,2
14/03/2022	21	15	36	13,4	99	1002	3	0	28,3
14/03/2022	22	15,2	34	13,5	98	1002	2	0	28,4
14/03/2022	23	14,2	37	13,6	96	1003	2	0,6	27,9
15/03/2022	00	12,3	38	13,6	96	1003	2	0	25,2
15/03/2022	01	15	32	13,5	98	1003	2	0,4	27,1
15/03/2022	02	13,3	37	13,4		1003	2	0	25,9
15/03/2022	03	14,6	37	13,2		1003	2	0,6	29,5
15/03/2022	04	15	37	13,1		1003	2	0	28,7
15/03/2022	05	14,4	36	13,1		1004	3	0,2	28,6
15/03/2022	06	15	34	13,1		1004	2	0,2	27,2
15/03/2022	07	13,2	37	13,1		1005	9	0	25,3
15/03/2022	08	12,9	40	13,2		1005	45	0	25,7
15/03/2022	09	13,9	41	13,3		1006	111	0	26,8
15/03/2022	10	14,3	38	13,5		1007	156	0	27,2
15/03/2022	11	14,5	39			1007	242	0	28,4
15/03/2022	12	15	40			1007	249	0	29,8
15/03/2022	13	13,8	44			1006	221	0	27,7
15/03/2022	14	13,1	43			1006	327	0,4	27,7
15/03/2022	15	13,6	46			1006	289	0,6	27,6
15/03/2022	16	12,8	44			1006	171	0	26,2
15/03/2022	17	11,3	47			1006	99	0	25,9
15/03/2022	18	11,3	42			1006	21	0	23
15/03/2022	19	11,5	43			1006	4	0	23,8
15/03/2022	20	9,6	53			1007	4	0	21,5
15/03/2022	21	10,3	50			1007	4	0	22,8
15/03/2022	22	10,3	49			1007	4	0	22,9
15/03/2022	23	10,8	44			1007	3	0	22,3
16/03/2022	00	8,2	50			1007	3	0	19,7
16/03/2022	01	10,1	38			1006	3	0	20,5
16/03/2022	02	9,3	36			1005	3	0	19,2
16/03/2022	03	8,5	32			1005	3	0	15,9
16/03/2022	04	6,6	39			1004	3	0	16,6
16/03/2022	05	8,2	36			1005	3	0	18,2
16/03/2022	06	12,2	34			1004	3	0	20,9
16/03/2022	07	10,2	31			1004	7	0	18,1
16/03/2022	08	6	39			1005	19	0	13,7
16/03/2022	09	9	32			1005	40	0	17,5
16/03/2022	10	8,6	36			1004	69	0	16,7
16/03/2022	11	9,3	34			1005	78	0	18,3
16/03/2022	12	14	34			1004	179	0	26,8
16/03/2022	13	11,3	42			1003	137	1,6	22,6
16/03/2022	14	12,2	38			1002	82	0	22,5
16/03/2022	15	9,6	44			1002	71	0	22,4
16/03/2022	16	11,3	40			1001	75	0	23
16/03/2022	17	12,4	36			1001	35	0	22,8
16/03/2022	18	13,1	35			1001	17	0	24,8
16/03/2022	19	12,2	33			1002	4	0	21,9
16/03/2022	20	12,4	37			1002	3	0	21,6
16/03/2022	21	11,2	36			1002	3	0	20,8
16/03/2022	22	14,6	36			1003	3	1	25,4
16/03/2022	23	13,3	36			1003	3	0,2	22,8
17/03/2022	00	15,9	37			1003	3	0,4	26,3
17/03/2022	01	14,1	36			1002	3	0	24,9
17/03/2022	02	15,7	34			1002	3	0	26,8
17/03/2022	03	14,3	43			1001	3	2,4	25
17/03/2022	04	13,3	36			1001	3	5,6	23,6
17/03/2022	05	13,5	48			1001	3	10,4	24,8
17/03/2022	06	13,5	36			1002	3	3,2	24,5
17/03/2022	07	15,7	37			1003	5	4,8	27,1
17/03/2022	08	15,9	36			1004	17	6,8	27,7
17/03/2022	09	18,8	33			1004	75	2,4	31,1
17/03/2022	10	14,7	36			1005	226	0,8	28
17/03/2022	11	13,6	36			1006	185	0,4	25,5
17/03/2022	12	15,4	30			1006	109	0,4	26,1
17/03/2022	13	12	47			1006	170	0	25,2
17/03/2022	14	10,3	47			1006	168	0	23,7
17/03/2022	15	10,4	38			1005	99	0	19,2
17/03/2022	16	11,3	36			1005	56	0,4	21,6
17/03/2022	17	12,2	32			1006	32	0,8	22,3
17/03/2022	18	9,4	44			1006	14	2	18,7
17/03/2022	19	12	33			1007	3	0,4	20,4
17/03/2022	20	10,9	34			1008	3	0	19,1
17/03/2022	21	10,1	36			1009	3	0	19
17/03/2022	22	5	27			1009	3	0	11,6
17/03/2022	23	7,9	39			1009	3	0	15,3
18/03/2022	00	8,6	43			1009	3	0	17,3
18/03/2022	01	7,1	58			1009	3	0,8	15,2
18/03/2022	02	4,1	273			1009	3	0,4	10,7
18/03/2022	03	3,1	271			1008	3	0	8,9
18/03/2022	04	4,6	334			1008	3	0	10,5
18/03/2022	05	7,9	44			1009	3	0	15,4
18/03/2022	06	5,6	71			1009	3	0,4	12,3
18/03/2022	07	7,2	29			1009	18	0,4	13,2
18/03/2022	08	10	31			1010	28	0,4	16,7
18/03/2022	09	5,7	43			1010	119	0	13,1
18/03/2022	10	6	49			1011	347	0	13,1
18/03/2022	11	10,1	37			1011	464	0	22
18/03/2022	12	13,1	40			1011	453	0,6	26,2
18/03/2022	13	12,7	47			1010	668	0	25,4
18/03/2022	14	13	43			1010	535	0	25,8
18/03/2022	15	10,6	53			1010	464	0	24,2
18/03/2022	16	10,7	42			1010	192	0	22,8
18/03/2022	17	8,7	41			1010	37	0	19,3
18/03/2022	18	10,3	35			1011	21	0	22
18/03/2022	19	10,4	33			1012	3	0	19,3
18/03/2022	20	8,3	34			1012	3	0,2	16,2
18/03/2022	21	7,9	32			1012	3	0	14,9
18/03/2022	22	7,8	38			1012	3	0	15,4
18/03/2022	23	7,5	34			1012	3	0	14,5
19/03/2022	00	6,1	35			1012	3	0	11,9
19/03/2022	01	7,9	36			1012	3	0,4	15,8
19/03/2022	02	6,9	317			1012	3	0,8	16
19/03/2022	03	4,5	249			1011	2	0	11,6
19/03/2022	04	7,8	41			1011	3	0,4	14,5
19/03/2022	05	8,1	38			1011	3	0	15,3
19/03/2022	06	5	49			1011	3	0	12,9
19/03/2022	07	8,5	39			1011	10	0	17,4
19/03/2022	08	6,6	46			1011	52	0	14,1
19/03/2022	09	6,9	45			1011	51	0	15,1
19/03/2022	10	6	58			1012	87	0	14,3
19/03/2022	11	7,5	37			1012	292	0,4	15,2
19/03/2022	12	9,2	36			1012	170	3,2	16,1
19/03/2022	13	7,6	36			1012	184	0,4	15,1
19/03/2022	14	6,6	41			1011	120	0,4	14,6
19/03/2022	15	6,3	44			1011	115	1,6	14
19/03/2022	16	8	45			1011	155	0	16,7
19/03/2022	17	8	37			1011	126	0	17
19/03/2022	18	8,4	34			1011	54	0	14,8
19/03/2022	19	5,7	36			1012	5	0	11,8
19/03/2022	20	6,5	32			1012	3	0	11,8
19/03/2022	21	5,6	34			1012	3	0	10,7
19/03/2022	22	5,5	42			1012	3	0,8	11,2
19/03/2022	23	5,3	31			1012	3	0	10,2
20/03/2022	00	3,6	48			1012	3	0	9,4
20/03/2022	01	4,4	46			1012	3	1,2	10,4
20/03/2022	02	5,3	59			1011	3	0	12,9
20/03/2022	03	6,3	54			1011	3	0	14,6
20/03/2022	04	5,7	50			1010	3	0	13,6
20/03/2022	05	4,4	44			1010	3	0	12,1
20/03/2022	06	5,8	43			1010	3	0	12,6
20/03/2022	07	7,2	35			1011	15	0	13,9
20/03/2022	08	7,6	31			1011	78	0,4	13,9
20/03/2022	09	6,5	34			1012	94	0	12,9
20/03/2022	10	5,3	35			1012	185	0	12,6
20/03/2022	11	6,2	37			1012	216	0	12,6
20/03/2022	12	4,8	60			1012	381	0	13,7
20/03/2022	13	5,2	69			1011	518	0	14,7
20/03/2022	14	5,2	75			1011	318	0	14
20/03/2022	15	5,1	100			1010	322	0	13,8
20/03/2022	16	6,5	61			1010	235	0	15,9
20/03/2022	17	7,4	52			1010	59	0	15,8
20/03/2022	18	5,9	52			1010	11	0,4	14,2
20/03/2022	19		103			1010	3	0,8	11
20/03/2022	20		173			1010	3	0	8,1
20/03/2022	21		189			1010	3	0	6,7
20/03/2022	22		195			1011	3	0	8
20/03/2022	23		179			1011	3	0	8
21/03/2022	00		180			1010	3	0	8,5
21/03/2022	01	2	177			1010	3		9,9
21/03/2022	02	1,7	162			1010	2		7,7
21/03/2022	03	1,7	184			1009	3		7,3
21/03/2022	04	2,1	147			1009	2		9,4
21/03/2022	05	2,4	174			1009	2		10,6
21/03/2022	06	1,8	177			1009	3		8
21/03/2022	08	2,6	195	12,2	88	1009	22		10,8
21/03/2022	09	3,4	172	12	91	1009	23		13,4
21/03/2022	10	3,6	175	12,3	88	1010	37		13,2
21/03/2022	11	3,2	188	12,2	90	1009	45		10,6
21/03/2022	12	2,9	173	12,7	86	1009	34		12
21/03/2022	13	3,5	173	12,8	86	1009	47		13,8
21/03/2022	14	4,8	163	12,9	87	1008	164		25,6
21/03/2022	15	4,4	160	12,8	87	1007	79		14,5
21/03/2022	16	3,3	194	12,7	88	1007	16		13,1
21/03/2022	17	5,1	146	12,6	89	1007	13		13,2
21/03/2022	18	4,6	137	12,1	93	1008	3		12,8
21/03/2022	19	3,4	174	12	93	1008	2		13
21/03/2022	20	3,9	188	12,1	90	1009	2		14,2
21/03/2022	21	4	162	11,9	91	1010	2		14
21/03/2022	22	3,9	173	11,8	90	1010	2		14,3
21/03/2022	23	3,3	164	11,8	90	1010	2		14,5
22/03/2022	00	3,7	164	11,6	89	1010	2		14,8
22/03/2022	01	3,5	176	11,2	90	1011	2		13,3
22/03/2022	02	3	181	10,9	91	1011	2		12,2
22/03/2022	03	2,5	175	10,7	93	1011	2		10,1
22/03/2022	04	2,2	170	10,4	91	1010	1		10
22/03/2022	05	5,9	71	10,1	95	1010	1		15,5
22/03/2022	06	6,7	55	9,8	97	1011	2		15,7
22/03/2022	07	4,2	146	10,3	93	1011	5		14,3
22/03/2022	08	3,4	172	10,1	93	1012	18		12,3
22/03/2022	09	3,5	184	10,7	83	1012	35		14,4
22/03/2022	10	3,6	159	11,1	73	1013	52		13,5
22/03/2022	11	3	171	12,1	66	1013	257		12,5
22/03/2022	12	2,8	189	12,9	63	1013	452		11
22/03/2022	13	2,5	199	13,7	60	1013	622		10,4
22/03/2022	14	2,2	186	13,9	58	1012	552		9,2
22/03/2022	15	3,6	135	13,4	63	1012	396		13,8
22/03/2022	16	7,5	59	12,3	70	1012	206		18,8
22/03/2022	17	8,9	55	12	69	1012	133		20
22/03/2022	18	8,2	48	11,8	69	1012	35		17,8
22/03/2022	19	6,6	58	11,9	69	1012	2		15,5
22/03/2022	20	7	33	11,1	76	1013	1		13,9
22/03/2022	21	1,9	146	11,5	76	1013	1		8,1
22/03/2022	22	1,2	153	11,8	74	1013	2		6,7
22/03/2022	23	1,7	120	11,2	80	1013	2		8
23/03/2022	00	1,1	164	11	76	1012	1		5,6
23/03/2022	01	1,4	154	11,1	77	1012	1		6,7
23/03/2022	02	1,3	149	11,4	74	1012	2		7,7
23/03/2022	03	2,6	66	10,8	79	1011	1		7
23/03/2022	04	1,6	177	11,6	74	1011	1		8,7
23/03/2022	05	2,2	126	11,6	72	1010	1		9,5
23/03/2022	06	5	29	10,5	78	1010	2		11
23/03/2022	07	3,7	42	10,5	78	1011	10		9,2
23/03/2022	08	3	109	11,7	65	1011	43		11
23/03/2022	09	6,8	56	11,8	65	1011	143		16,7
23/03/2022	10	7,4	47	11,8	69	1011	126		16,8
23/03/2022	11	4,5	90	12,1	64	1011	84		14,4
23/03/2022	12	3,8	117	12,1	66	1011	124		12,5
23/03/2022	13	2,4	174	11,4	72	1010	153		9,6
23/03/2022	14	6,7	59	10,6	80	1010	72		16,5
23/03/2022	15	6,7	57	10,2	83	1009	82		16,3
23/03/2022	16	8,4	48	9,8	87	1009	56		17,9
23/03/2022	17	7,3	41	9,7	92	1009	25		15,9
23/03/2022	18	9	38	9,8	91	1009	9		17,4
23/03/2022	19	9,3	41	9,9	89	1009	2		19,7
23/03/2022	20	8,7	49	10,2	91	1010	1		19,8
23/03/2022	21	9,5	36	10,3	91	1010	2		19,4
23/03/2022	22	10,1	41	10,4	89	1010	2		20,8
23/03/2022	23	10,6	36	9,8	93	1010	2		19,3
24/03/2022	00	11,6	35	9,2	96	1010	1		20,9
24/03/2022	01	11,8	33	9,1	96	1009	1		21
24/03/2022	02	12,5	34	8,9	96	1009	1		22,2
24/03/2022	03	13,7	31	8,9	97	1008	1		24,1
24/03/2022	04	13,1	34	8,9	97	1008	1		24,2
24/03/2022	05	12,9	33	8,7	95	1008	1		22,7
24/03/2022	06	12,9	35	8,6	94	1008	2		22
24/03/2022	07	11,6	32	8,5	94	1009	8		21,5
24/03/2022	08	11,1	35	8,6	95	1009	18		18,7
24/03/2022	09	11,1	32	9	95	1009	26		19,7
24/03/2022	10	10,8	32	9,1	96	1010	41		19,5
24/03/2022	11	11,1	30	9,3	97	1010	70		19
24/03/2022	12	11	32	9,6	96	1010	65		19,4
24/03/2022	13	11,2	31	9,8	95	1010	47		19,8
24/03/2022	14	11,9	31	9,9	95	1009	55		19,6
24/03/2022	15	10,1	33	10	94	1009	55		18,6
24/03/2022	16	10,6	32	10,1	93	1008	45		19,5
24/03/2022	17	10,4	33	10	93	1008	23		19
24/03/2022	18	11,5	31	9,7	94	1009	7		19,5
24/03/2022	19	11	35	9,4	95	1009	2		20,1
24/03/2022	20	10,5	32	9,3	95	1009	2		18,8
24/03/2022	21	9,8	35	9,6	95	1009	2		18,1
24/03/2022	22	11,6	31	9,8	92	1009	2		20,1
24/03/2022	23	9,2	31	9,9	91	1009	1		17,5
25/03/2022	00	10,3	29	10,3	89	1009	1		18,1
25/03/2022	01	8,7	30	10,5	87	1008	1	0	16,6
25/03/2022	02	9,7	30	10,5	89	1008	1	0	17,2
25/03/2022	03	9,8	30	10,3	91	1007	1	0	18,1
25/03/2022	04	10,4	31	10,2	93	1006	1	0	18,4
25/03/2022	05	11,2	33	10,3	92	1006	1	0	19,3
25/03/2022	06	11,5	31	10,4	92	1006	1	0	20,6
25/03/2022	07	10,5	31	10,6	90	1007	6	1,2	18,6
25/03/2022	08	10,5	32	10,7	87	1007	25	0	19,2
25/03/2022	09	11,3	32	10,6	88	1006	54	0	20,2
25/03/2022	10	12,6	32	11,1	85	1007	102	0	22,1
25/03/2022	11	11,2	36	11,4	84	1006	80	0	22
25/03/2022	12	11,5	37	11,5	82	1006	100	0	23,7
25/03/2022	13	13,3	32	11,4	82	1006	43	0	25,6
25/03/2022	14	13,7	33	10,9	87	1005	41	1,2	24,1
25/03/2022	15	13,1	33	10,8	93	1004	45	2	22,5
25/03/2022	16	15,3	32	11	91	1003	57	0	25,8
25/03/2022	17	13,7	32	11,2	88	1004	26	0	24,7
25/03/2022	18	11,6	39	11,1	88	1004	7	0	24,1
25/03/2022	19	12,4	34	11	88	1005	2	0,8	23,7
25/03/2022	20	11,5	36	11	89	1005	2	0	21,5
25/03/2022	21	10,1	41	11,2	88	1005	2	0,8	20,4
25/03/2022	22	12,6	33	11,2	89	1005	2	0,4	22,9
25/03/2022	23	12,7	30	11,1	89	1005	2	0	20,6
26/03/2022	00	12,7	32	10,9	89	1005	1	0	21,5
26/03/2022	01	12,2	32	10,5	86	1005	2	0	20,3
26/03/2022	02	10,5	34	10,5	84	1005	2	0	18,2
26/03/2022	03	11,5	34	10,3	84	1004	2	0	20
26/03/2022	04	12,1	31	10,4	80	1004	2	0	20,6
26/03/2022	05	9,9	32	10,4	76	1005	2	0	18,9
26/03/2022	06	10,9	32	10,3	77	1005	2	0	20
26/03/2022	07	9,9	34	10,4	73	1005	6	0	18,6
26/03/2022	08	11,4	32	10,4	74	1005	37	0	20,6
26/03/2022	09	11,3	40	10,1	78	1005	84	0	21,6
26/03/2022	10	12,8	37	10,4	78	1006	57	0	22,3
26/03/2022	11	13,3	34	10,5	78	1006	112	0	23,1
26/03/2022	12	13	36	10,2	80	1006	102	0	23,8
26/03/2022	13	15,7	36	10,5	76	1006	239	0,2	27,1
26/03/2022	14	15	35	10,7	71	1005	137	0	25,4
26/03/2022	15	12,3	38	10,9	70	1005	80	0	24,1
26/03/2022	16	10,7	36	11,2	68	1005	25	0	21
26/03/2022	17	11	44	10,7	74	1006	28	0	20,9
26/03/2022	18	12,1	34	10,8	75	1006	31	0	20,3
26/03/2022	19	9	40	11,1	73	1007	3	0	18,4
26/03/2022	20	6,5	52	11,2	70	1008	2	0	13,2
26/03/2022	21	9,1	36	11,5	67	1008	2	0	16,1
26/03/2022	22	8,9	33	11,5	64	1008	2	0	15,9
26/03/2022	23	7,6	32	11,5	64	1009	2	0	14,4
27/03/2022	00	7,9	52	10,6	73	1009	2	0	14,9
27/03/2022	01	5,5	65	9,9	79	1009	2	0	12
27/03/2022	02	0,7	322	10,4	74	1009	2	0	4,4
27/03/2022	03	0,2	317	11	70	1009	2	0	2,9
27/03/2022	04	0,3	340	11,3	68	1008	2	0	1,6
27/03/2022	05	1,7	344	11,3	66	1009	2	0	5
27/03/2022	06	3,9	30	11,4	65	1009	3	0	7,5
27/03/2022	07	1,5	38	11,4	66	1010	33	0	4,1
27/03/2022	08	0,1	337	11,6	68	1011	92	0	1,5
27/03/2022	09	1,8	31	12,2	66	1011	176	0	4,9
27/03/2022	10	3,6	46	13,1	63	1012	256	0	9,3
27/03/2022	11	2,6	90	14	61	1012	433	0	9
27/03/2022	12	2,7	118	15,1	56	1011	817	0	10,8
27/03/2022	13	1,9	192	15,6	55	1011	816	0	7,6
27/03/2022	14	1	180	16,2	54	1011	746	0	5,5
27/03/2022	15	1,7	126	15,6	55	1011	629	0	7,9
27/03/2022	16	0,9	147	15,7	57	1011	463	0	5,6
27/03/2022	17	0,4	100	15,5	59	1011	259	0	5
27/03/2022	18	0,3	130	14	62	1011	62	0	3,5
27/03/2022	19	1	51	13,2	64	1012	6	0	3,1
27/03/2022	20	1,7	26	12,9	64	1012	2	0	3,9
27/03/2022	21	0,4	4	12,6	65	1013	2	0	1,2
27/03/2022	22	0,1	320	11,6	70	1013	2	0	1,3
27/03/2022	23	0,1	327	11,1	70	1013	2	0	1,3
28/03/2022	00	0,1	337	10,7	69	1013	2	0	1,4
28/03/2022	01	0,5	320	9,7	76	1012	2	0	1,9
28/03/2022	02	0,2	313	9	79	1012	2	0	1,1
28/03/2022	03	0,2	313	8,4	83	1012	2	0	1,7
28/03/2022	04	0,2	305	8,2	83	1011	2	0	0,9
28/03/2022	05	0,2	292	8,1	82	1011	2	0	1
28/03/2022	06	0,9	314	8,6	78	1011	2	0	2,9
28/03/2022	07	0,5	315	9,1	76	1012	22	0	3
28/03/2022	08	0,6	319	9,5	73	1012	70	0	3,1
28/03/2022	09	0,9	320	10,2	71	1012	148	0	3,3
28/03/2022	10	0,2	10	12,6	65	1012	277	0	1,5
28/03/2022	11	2,5	79	13,2	64	1011	511	0	9,6
28/03/2022	12	2	118	14,3	69	1010	791	0	7,7
28/03/2022	13	2,7	68	14,3	71	1009	750	0	7,9
28/03/2022	14	1,3	98	15,1	67	1008	711	0	5,2
28/03/2022	15	1,1	83	15,4	63	1008	500	0	4,7
28/03/2022	16	0,6	104	15,2	62	1007	349	0	4,3
28/03/2022	17	0,4	69	14,7	66	1007	178	0	2,3
28/03/2022	18	0,1	360	13,9	72	1006	52	0	1
28/03/2022	19	0,2	67	12,6	81	1006	5	0	1,5
28/03/2022	20	0,2	46	12,2	88	1006	2	0	1
28/03/2022	21	0,2	31	12,1	89	1006	2	0	1,4
28/03/2022	22	0,2	11	11,9	85	1005	2	0	1,1
28/03/2022	23	0,1	5	11,7	81	1005	2	0	0,2
29/03/2022	00	0,1	290	11	90	1004	2	0	0,5
29/03/2022	01	0,3	303	10,3	88	1004	2	0	1,9
29/03/2022	02	0,1	297	9,8	87	1003	2	0	1,8
29/03/2022	03	0,3	290	9,3	85	1002	2	0	2,2
29/03/2022	04	0,5	300	9,5	84	1001	2	0	2,7
29/03/2022	05	0,8	287	9	87	1000	2	0	3,6
29/03/2022	06	0,2	273	9,5	83	1000	2	0	2,1
29/03/2022	07	0,1	318	10,1	79	999	35	0	0,8
29/03/2022	08	0,1	261	10,9	76	999	129	0	0,3
29/03/2022	09	0,1	331	11,8	72	999	156	0	1,6
29/03/2022	10	0,7	28	13,2	62	999	443	0	3,6
29/03/2022	11	2,3	35	13,6	60	997	474	0	6,4
29/03/2022	12	0,2	168	14,5	61	996	370	0	3,8
29/03/2022	13	0,9	154	15,6	51	995	629	0	5,9
29/03/2022	14	1,9	70	15,4	55	994	651	0	9
29/03/2022	15	0,7	92	15,6	64	994	549	0	6,5
29/03/2022	16	1,8	126	14,7	70	993	359	0	7,4
29/03/2022	17	3,7	61	13,3	78	992	132	0	10,2
29/03/2022	18	3,6	49	13,2	78	992	59	0	10,1
29/03/2022	19	1,3	39	13	77	992	5	0	5,6
29/03/2022	20	0,2	10	12,7	79	993	2	0	2,6
29/03/2022	21	0,3	42	12,6	81	993	2	0	1,5
